,Tweets,User,User_statuses_count,user_followers,User_location,User_verified,fav_count,rt_count,tweet_date,clean_tweet,Sentiment
32,"Learn the reasons behind the immense popularity of the #Python programming language. 🔥🔥✨👇

 Popularity of Python |… https://t.co/XQTR5XM7Hy",Programming Articles,13.0,2.0,India,False,1.0,0.0,2020-10-30 07:39:32,Learn the reasons behind the immense popularity of the Python programming language Popularity of Python,Negative
33,"RT @Jeffrey_MacAsk: Once upon a time, C the complicated phenomenal language left his home. An old bug-fixing object oriented language told…",Python Expert,22834.0,185.0,127.0.0.1,False,0.0,1.0,2020-10-30 07:26:22,RT MacAsk Once upon a time C the complicated phenomenal language left his home An old bug fixing object oriented language told,Positive
34,"RT @AdityaGameDev: They said HTML is not a programming language 

just Google ""HTML"" 

We need a society like #FlatEarth society to argue t…",Arseni Karp ▲,19037.0,173.0,A cabin deep in the woods,False,0.0,10.0,2020-10-30 07:21:17,RT They said HTML is not a programming language just Google HTML We need a society like FlatEarth society to argue t,Neutral
35,"RT @ficeindia: Click the link below to write your first computer program in Python programming language
https://t.co/SgTICzMM5E

If you wan…",geraldmuvengei,8645.0,151.0,,False,0.0,3.0,2020-10-30 07:19:51,RT Click the link below to write your first computer program in Python programming language If you wan,Positive
36,@orthonormalist Is Python a good first language for a wannabe software eng to learn at this point?,entroflea,5619.0,62.0,,False,0.0,0.0,2020-10-30 07:19:13,Is Python a good first language for a wannabe software eng to learn at this point,Positive
37,"Once upon a time, C the complicated phenomenal language left his home. An old bug-fixing object oriented language t… https://t.co/aDl4TgF7fv",Jeffrey MacAskill,182717.0,37.0,,False,0.0,1.0,2020-10-30 07:16:10,Once upon a time C the complicated phenomenal language left his home An old bug fixing object oriented language t,Positive
38,Programming language Python is a big hit for machine learning. But now it needs to change https://t.co/an0Iio3XbO #python,GB Solutions,1679.0,203.0,,False,0.0,1.0,2020-10-30 07:15:50,Programming language Python is a big hit for machine learning But now it needs to change python,Neutral
39,"RT @CloudiLab: #Programming Language Popularity: #JavaScript Leads – 5 Million New Developers 👩🏻‍💻👨‍💻

https://t.co/QNaIemXIha
v @gp_pulipa…",Security Testing,2022078.0,33251.0,"Hyderabad, India",False,0.0,48.0,2020-10-30 07:11:35,RT Programming Language Popularity JavaScript Leads 5 Million New Developers v pulipa,Positive
40,"RT @CloudiLab: #Programming Language Popularity: #JavaScript Leads – 5 Million New Developers 👩🏻‍💻👨‍💻

https://t.co/QNaIemXIha
v @gp_pulipa…",Cyber Security News,470905.0,8149.0,,False,0.0,48.0,2020-10-30 07:11:34,RT Programming Language Popularity JavaScript Leads 5 Million New Developers v pulipa,Positive
41,"RT @CloudiLab: #Programming Language Popularity: #JavaScript Leads – 5 Million New Developers 👩🏻‍💻👨‍💻

https://t.co/QNaIemXIha
v @gp_pulipa…",Cloud iLab,341.0,552.0,We’re Global 🌐,False,0.0,48.0,2020-10-30 07:11:30,RT Programming Language Popularity JavaScript Leads 5 Million New Developers v pulipa,Positive
42,"RT @AdityaGameDev: They said HTML is not a programming language 

just Google ""HTML"" 

We need a society like #FlatEarth society to argue t…",Ritvik Dubey,3462.0,1587.0,"Indore, India",False,0.0,10.0,2020-10-30 07:07:21,RT They said HTML is not a programming language just Google HTML We need a society like FlatEarth society to argue t,Neutral
43,@AdityaGameDev @Deepak_python Ultimate goal is to hack NASA with HTML🤩 then we will fight for declaring it as best programming language 😎🔥,Ritvik Dubey,3462.0,1587.0,"Indore, India",False,4.0,0.0,2020-10-30 07:07:16,python Ultimate goal is to hack NASA with HTML then we will fight for declaring it as best programming language,Positive
44,@erikdoingthings @ThomasLehrer C++ is probably the worst popular language for achieving that aha moment for a begin… https://t.co/hlxu7QS9R6,Faris Masad,688.0,209.0,,False,1.0,0.0,2020-10-30 07:04:34,C is probably the worst popular language for achieving that aha moment for a begin,Negative
45,"RT @rasangarocks: These are the best books to learn #Python #programming    

1 https://t.co/JvbDILAOSp
2 https://t.co/pK3bYVWcHg
3 https:/…",#100DaysOfCode,373789.0,4493.0,Server,False,0.0,32.0,2020-10-30 07:04:15,RT These are the best books to learn Python programming 1 2 3 https,Positive
46,"RT @rasangarocks: These are the best books to learn #Python #programming    

1 https://t.co/JvbDILAOSp
2 https://t.co/pK3bYVWcHg
3 https:/…",Jessica shoonover,113506.0,923.0,bootcamp,False,0.0,32.0,2020-10-30 07:04:15,RT These are the best books to learn Python programming 1 2 3 https,Positive
47,"RT @rasangarocks: These are the best books to learn #Python #programming    

1 https://t.co/JvbDILAOSp
2 https://t.co/pK3bYVWcHg
3 https:/…",Andrew Mitchell,82.0,4.0,,False,0.0,32.0,2020-10-30 07:04:14,RT These are the best books to learn Python programming 1 2 3 https,Positive
48,"Click the link below to write your first computer program in Python programming language
https://t.co/SgTICzMM5E

I… https://t.co/JR8OiksoN6",FICE,875.0,275.0,India,False,4.0,3.0,2020-10-30 07:03:13,Click the link below to write your first computer program in Python programming language I,Positive
49,RT @MikePC16: Computer Programming for Beginners topic has so many articles and platforms. But which what computer programming language is…,いち@python,159396.0,4375.0,,False,0.0,1.0,2020-10-30 07:01:33,RT Computer Programming for Beginners topic has so many articles and platforms But which what computer programming language is,Positive
50,Computer Programming for Beginners topic has so many articles and platforms. But which what computer programming la… https://t.co/RdVXbUnuCv,FOLLOW♥️HELP@2k18 #ifb,141.0,265.0,Singapore,False,2.0,1.0,2020-10-30 06:58:15,Computer Programming for Beginners topic has so many articles and platforms But which what computer programming la,Positive
51,"RT @thisisgulshan: ""The Basics Of Natural Language Processing in 10 Minutes""
 https://t.co/Oyx9EJhxAB 

#nlp #AI #ML #DL #machinelearning #…",LinuxBot,441699.0,3092.0,Raspberry Pi,False,0.0,20.0,2020-10-30 06:58:04,RT The Basics Of Natural Language Processing in 10 Minutes nlp AI ML DL machinelearning,Positive
52,"RT @thisisgulshan: ""The Basics Of Natural Language Processing in 10 Minutes""
 https://t.co/Oyx9EJhxAB 

#nlp #AI #ML #DL #machinelearning #…",#100DaysOfCode,373789.0,4493.0,Server,False,0.0,20.0,2020-10-30 06:57:55,RT The Basics Of Natural Language Processing in 10 Minutes nlp AI ML DL machinelearning,Positive
53,"RT @thisisgulshan: ""The Basics Of Natural Language Processing in 10 Minutes""
 https://t.co/Oyx9EJhxAB 

#nlp #AI #ML #DL #machinelearning #…",Jessica shoonover,113506.0,923.0,bootcamp,False,0.0,20.0,2020-10-30 06:57:55,RT The Basics Of Natural Language Processing in 10 Minutes nlp AI ML DL machinelearning,Positive
54,"RT @thisisgulshan: ""The Basics Of Natural Language Processing in 10 Minutes""
 https://t.co/Oyx9EJhxAB 

#nlp #AI #ML #DL #machinelearning #…",AltF4 Bot,12273.0,229.0,CPU,False,0.0,20.0,2020-10-30 06:57:47,RT The Basics Of Natural Language Processing in 10 Minutes nlp AI ML DL machinelearning,Positive
55,"Once upon a time, Python the bug-fixing object oriented language went to seek their forture. Python went home.",Jeffrey MacAskill,182717.0,37.0,,False,0.0,0.0,2020-10-30 06:55:07,Once upon a time Python the bug fixing object oriented language went to seek their forture Python went home,Neutral
56,RT @Cryptoter: Computer Programming for Beginners topic has so many articles and platforms. But which what computer programming language is…,PythonProgrammingHub_Bot,10343.0,151.0,,False,0.0,3.0,2020-10-30 06:54:38,RT Computer Programming for Beginners topic has so many articles and platforms But which what computer programming language is,Positive
57,RT @Cryptoter: Computer Programming for Beginners topic has so many articles and platforms. But which what computer programming language is…,Aaron ''Midlife Coder'' Cuddeback,999301.0,14879.0,"Sacramento, CA",False,0.0,3.0,2020-10-30 06:50:48,RT Computer Programming for Beginners topic has so many articles and platforms But which what computer programming language is,Positive
58,Computer Programming for Beginners topic has so many articles and platforms. But which what computer programming la… https://t.co/5PZWbdjH00,Hunter,1018.0,1558.0,Sri Lanka,False,0.0,3.0,2020-10-30 06:44:44,Computer Programming for Beginners topic has so many articles and platforms But which what computer programming la,Positive
59,"RT @AdityaGameDev: They said HTML is not a programming language 

just Google ""HTML"" 

We need a society like #FlatEarth society to argue t…",Deepak,2658.0,848.0,,False,0.0,10.0,2020-10-30 06:44:34,RT They said HTML is not a programming language just Google HTML We need a society like FlatEarth society to argue t,Neutral
60,"Once upon a time, Python the outstanding phenomenal language left her home. Python went home.",Jeffrey MacAskill,182717.0,37.0,,False,0.0,0.0,2020-10-30 06:36:44,Once upon a time Python the outstanding phenomenal language left her home Python went home,Positive
61,I’m nearly done learning python. Its a cool language because i think its much simpler than C++ (which i failed at)… https://t.co/8RyMGbuJen,Jeff,3119.0,56.0,purgatory,False,0.0,0.0,2020-10-30 06:32:11,I m nearly done learning python Its a cool language because i think its much simpler than C which i failed at,Positive
62,"Once upon a time, Python the outstanding programming language set out for adventures. Python went home.",Jeffrey MacAskill,182717.0,37.0,,False,0.0,0.0,2020-10-30 06:28:56,Once upon a time Python the outstanding programming language set out for adventures Python went home,Positive
63,"@CamberSpeedruns @gamsleep I agree with this. Python is super beginner friendly, and Java is a fairly easy object oriented language",CCG | Druncle_Titus,12470.0,537.0,"Connecticut, USA",False,2.0,0.0,2020-10-30 06:21:54,I agree with this Python is super beginner friendly and Java is a fairly easy object oriented language,Positive
64,"@gamsleep Python is really simplified syntax wise and easy to learn! It was my first language! C# is also good, but… https://t.co/p7zySMu3RM",Camber,302.0,124.0,,False,2.0,0.0,2020-10-30 06:18:42,Python is really simplified syntax wise and easy to learn It was my first language C is also good but,Positive
65,"RT @nekohayo: Do you know of interesting (and thriving) planet-style blog aggregator sites, besides the distro/language/desktop-environment…",Jeff Schroeder,18487.0,813.0,"Chicago, IL",False,0.0,3.0,2020-10-30 06:16:25,RT Do you know of interesting and thriving planet style blog aggregator sites besides the distro language desktop environment,Positive
66,"RT @DD_NaNa_: Get a comprehensive, in-depth introduction to the core Python language with this hands-on book https://t.co/BX07JOND2M #Python",like and retweet Bot,61723.0,186.0,In your book,False,0.0,1.0,2020-10-30 06:15:45,RT NaNa Get a comprehensive in depth introduction to the core Python language with this hands on book Python,Neutral
67,"Once upon a time, Python the outstanding difficult language set sail for adventures. Python went home.",Jeffrey MacAskill,182717.0,37.0,,False,0.0,0.0,2020-10-30 06:15:13,Once upon a time Python the outstanding difficult language set sail for adventures Python went home,Neutral
68,RT @_Omar_tee: “You need Python language to make a BOT for it to buy shoes for you on release dates” Brooo LMFAO say less!!,drea,7069.0,107.0,los angeles,False,0.0,1.0,2020-10-30 06:12:59,RT Omar tee You need Python language to make a BOT for it to buy shoes for you on release dates Brooo LMFAO say less,Negative
69,"Get a comprehensive, in-depth introduction to the core Python language with this hands-on book https://t.co/BX07JOND2M #Python",nana🦄,98050.0,24827.0,Australia,False,1.0,1.0,2020-10-30 06:12:08,Get a comprehensive in depth introduction to the core Python language with this hands on book Python,Neutral
70,"RT @pythonext: Do you know, how python programming got its name?
Guido Van Rossum was watching T.V. while naming the language. Tap below to…",Black People Data,45860.0,1549.0,Global,False,0.0,2.0,2020-10-30 06:08:56,RT Do you know how python programming got its name Guido Van Rossum was watching T V while naming the language Tap below to,Neutral
71,"RT @AdityaGameDev: They said HTML is not a programming language 

just Google ""HTML"" 

We need a society like #FlatEarth society to argue t…",Gnuts about Code,433535.0,2901.0,,False,0.0,10.0,2020-10-30 06:08:48,RT They said HTML is not a programming language just Google HTML We need a society like FlatEarth society to argue t,Neutral
72,"RT @AdityaGameDev: They said HTML is not a programming language 

just Google ""HTML"" 

We need a society like #FlatEarth society to argue t…",Sir Vick's Crusaders,83484.0,607.0,,False,0.0,10.0,2020-10-30 06:08:43,RT They said HTML is not a programming language just Google HTML We need a society like FlatEarth society to argue t,Neutral
73,"i'm kinda looking into learning to code rn, but i'm still deciding the best language to start with. seems like pyth… https://t.co/q2XqqMrPPn",Gam ☭ Trans Bitch,15783.0,54.0,Kokiri Forest,False,1.0,0.0,2020-10-30 06:07:03,i m kinda looking into learning to code rn but i m still deciding the best language to start with seems like pyth,Positive
74,"RT @FunctorFact: 'Coconut is a simple, elegant, Pythonic functional programming language that compiles to Python.' https://t.co/Vkee4tjZCE",Robert Gasperoni,52733.0,428.0,San Marino,False,0.0,2.0,2020-10-30 05:59:25,RT Coconut is a simple elegant Pythonic functional programming language that compiles to Python,Positive
75,"Do you know, how python programming got its name?
Guido Van Rossum was watching T.V. while naming the language. Tap… https://t.co/eV9TA8jlHW",Pythonext,21.0,11.0,,False,1.0,2.0,2020-10-30 05:57:58,Do you know how python programming got its name Guido Van Rossum was watching T V while naming the language Tap,Neutral
76,"@AdityaGameDev @ritvikdubey27 @Deepak_python its language and has its own xml like syntax tags,
html pages easier t… https://t.co/mvMhxwuXZi",Just Another Programmer 👩‍💻,1127.0,170.0,india ,False,4.0,0.0,2020-10-30 05:57:04,python its language and has its own xml like syntax tags html pages easier t,Positive
77,"Once upon a time, Python the bug-fixing programming language set sail for adventures. Python went home.",Jeffrey MacAskill,182717.0,37.0,,False,0.0,0.0,2020-10-30 05:55:00,Once upon a time Python the bug fixing programming language set sail for adventures Python went home,Neutral
78,"RT @AdityaGameDev: They said HTML is not a programming language 

just Google ""HTML"" 

We need a society like #FlatEarth society to argue t…",AltF4 Bot,12273.0,229.0,CPU,False,0.0,10.0,2020-10-30 05:52:23,RT They said HTML is not a programming language just Google HTML We need a society like FlatEarth society to argue t,Neutral
79,"They said HTML is not a programming language 

just Google ""HTML"" 

We need a society like #FlatEarth society to ar… https://t.co/aEgE5wemKH",Aditya Chaudhary👨‍💻,981.0,733.0,Present 🙃,False,12.0,10.0,2020-10-30 05:52:18,They said HTML is not a programming language just Google HTML We need a society like FlatEarth society to ar,Neutral
80,"@ayushi7rawat I'm a self-taught python developer. I keep a deep understanding of the language. And oddly enough, I like to solve bugs.",Prabhat Kumar-Not sure if infected with COVID-19,252.0,25.0,,False,1.0,0.0,2020-10-30 05:52:13,I m a self taught python developer I keep a deep understanding of the language And oddly enough I like to solve bugs,Neutral
81,"RT @_AskSid: Download our E-Book: Natural Language Processing
Learn more on the power of AI for natural language processing(NLP), applicati…",Python for Data Science,20727.0,849.0,,False,0.0,3.0,2020-10-30 05:41:19,RT AskSid Download our E Book Natural Language Processing Learn more on the power of AI for natural language processing NLP applicati,Positive
82,"RT @_AskSid: Download our E-Book: Natural Language Processing
Learn more on the power of AI for natural language processing(NLP), applicati…",Coding for a better world. ¿Need help?,105824.0,1700.0,Just were I have to be.,False,0.0,3.0,2020-10-30 05:38:47,RT AskSid Download our E Book Natural Language Processing Learn more on the power of AI for natural language processing NLP applicati,Positive
83,"RT @_AskSid: Download our E-Book: Natural Language Processing
Learn more on the power of AI for natural language processing(NLP), applicati…",Purevdorj Enkhjargal,80529.0,2370.0,Mongolia,False,0.0,3.0,2020-10-30 05:38:15,RT AskSid Download our E Book Natural Language Processing Learn more on the power of AI for natural language processing NLP applicati,Positive
84,"Download our E-Book: Natural Language Processing
Learn more on the power of AI for natural language processing(NLP)… https://t.co/Up8uUXOM6Y",AskSid.ai,152.0,81.0,"Bengaluru, India",False,5.0,3.0,2020-10-30 05:38:08,Download our E Book Natural Language Processing Learn more on the power of AI for natural language processing NLP,Positive
85,"RT @asad_fazlani: Don't add a programming language in your skill list after watching a 15 min video on it.
#proggeek #asad_fazlani #fazlani…",PythonProgrammingHub_Bot,10343.0,151.0,,False,0.0,8.0,2020-10-30 05:33:32,RT fazlani Don t add a programming language in your skill list after watching a 15 min video on it proggeek asad fazlani fazlani,Neutral
86,"RT @asad_fazlani: Don't add a programming language in your skill list after watching a 15 min video on it.
#proggeek #asad_fazlani #fazlani…",SeetaLabs,33380.0,961.0,Italy,False,0.0,8.0,2020-10-30 05:29:15,RT fazlani Don t add a programming language in your skill list after watching a 15 min video on it proggeek asad fazlani fazlani,Neutral
87,"RT @sanjeevkarade51: Several programming languages are required here, such as C / C++, Java, Python, Fortran, etc. C / C++ (C++ is an objec…",who's talking about technology?,16677.0,310.0,,False,0.0,1.0,2020-10-30 05:29:11,RT Several programming languages are required here such as C C Java Python Fortran etc C C C is an objec,Neutral
88,"RT @asad_fazlani: Don't add a programming language in your skill list after watching a 15 min video on it.
#proggeek #asad_fazlani #fazlani…",FlutterBot 🤖,21345.0,692.0,,False,0.0,8.0,2020-10-30 05:28:30,RT fazlani Don t add a programming language in your skill list after watching a 15 min video on it proggeek asad fazlani fazlani,Neutral
89,"RT @asad_fazlani: Don't add a programming language in your skill list after watching a 15 min video on it.
#proggeek #asad_fazlani #fazlani…",#100DaysOfCode,373789.0,4493.0,Server,False,0.0,8.0,2020-10-30 05:28:11,RT fazlani Don t add a programming language in your skill list after watching a 15 min video on it proggeek asad fazlani fazlani,Neutral
90,"RT @asad_fazlani: Don't add a programming language in your skill list after watching a 15 min video on it.
#proggeek #asad_fazlani #fazlani…",Jessica shoonover,113506.0,923.0,bootcamp,False,0.0,8.0,2020-10-30 05:28:11,RT fazlani Don t add a programming language in your skill list after watching a 15 min video on it proggeek asad fazlani fazlani,Neutral
91,"RT @asad_fazlani: Don't add a programming language in your skill list after watching a 15 min video on it.
#proggeek #asad_fazlani #fazlani…",Flutter 🤖,46164.0,591.0,,False,0.0,8.0,2020-10-30 05:28:00,RT fazlani Don t add a programming language in your skill list after watching a 15 min video on it proggeek asad fazlani fazlani,Neutral
92,"Don't add a programming language in your skill list after watching a 15 min video on it.
#proggeek #asad_fazlani… https://t.co/T7CM0OGF6B",Mohammad Asad Fazlani,109.0,72.0,,False,6.0,8.0,2020-10-30 05:27:55,Don t add a programming language in your skill list after watching a 15 min video on it proggeek asad fazlani,Neutral
93,"Several programming languages are required here, such as C / C++, Java, Python, Fortran, etc. C / C++ (C++ is an ob… https://t.co/FagLryzNSD",sanjeev v karade,1250.0,501.0,,False,3.0,1.0,2020-10-30 05:24:53,Several programming languages are required here such as C C Java Python Fortran etc C C C is an ob,Neutral
