,Tweets,User,User_statuses_count,user_followers,User_location,User_verified,fav_count,rt_count,tweet_date,clean_tweet,Sentiment
43,"RT @CricketNDTV: Social media was awash with accolades for #SuryakumarYadav whose unbeaten 79, two days after being omitted from the #India…",Aarzu Alamमो0आरज़ू आलम🇮🇳,10641,233,"Purnia, India",False,0,11,2020-10-29 02:59:41,RT Social media was awash with accolades for SuryakumarYadav whose unbeaten 79 two days after being omitted from the India,Positive
44,@DUKEREACTS @dada1991_dc @imVkohli @RCBTweets @SGanguly99 @vikrantgupta73 @rawatrahul9 @klrahul11 @ImRo45 😂😂😂 King… https://t.co/VCzpVGvjYa,Monu 1011,15,0,,False,2,0,2020-10-29 02:45:54,dc King,Neutral
45,"RT @CricketNDTV: Social media was awash with accolades for #SuryakumarYadav whose unbeaten 79, two days after being omitted from the #India…",World News,596212,944,,False,0,11,2020-10-29 02:40:01,RT Social media was awash with accolades for SuryakumarYadav whose unbeaten 79 two days after being omitted from the India,Positive
46,"RT @CricketNDTV: Social media was awash with accolades for #SuryakumarYadav whose unbeaten 79, two days after being omitted from the #India…",NDTV,758836,13894334,India,True,0,11,2020-10-29 02:33:10,RT Social media was awash with accolades for SuryakumarYadav whose unbeaten 79 two days after being omitted from the India,Positive
47,"RT @IndiaTVSports: #IPL2020 Hope selectors are watching: Harbhajan Singh hails #Suryakumar's match-winning knock against RCB

https://t.co/…",India TV,525219,1456875,India,True,0,1,2020-10-29 02:28:45,RT IPL2020 Hope selectors are watching Harbhajan Singh hails Suryakumar s match winning knock against RCB,Positive
48,"#IPL2020 Hope selectors are watching: Harbhajan Singh hails #Suryakumar's match-winning knock against RCB

https://t.co/839NhUXgCo",IndiaTVSports,16820,1433,"Noida, India",False,16,1,2020-10-29 02:28:25,IPL2020 Hope selectors are watching Harbhajan Singh hails Suryakumar s match winning knock against RCB,Positive
49,"IPL 2020, MI vs RCB: Social Media Abuzz With Suryakumar Yadav's Match-Winning Knock Two Days After Missing India Se… https://t.co/umshx5HCYv",tushar,19406,113,Bhubaneswar,False,0,0,2020-10-29 01:44:39,IPL 2020 MI vs RCB Social Media Abuzz With Suryakumar Yadav s Match Winning Knock Two Days After Missing India Se,Positive
50,@akshay14793 RCB winning IPL this year ✌️,💥 DhRUV 💥 ViKrAm 💥 🇱🇷🇬🇧🇦🇺,8076,468,People's Republic of China,False,0,0,2020-10-28 19:29:11,RCB winning IPL this year,Positive
51,"RT @CricketNDTV: Social media was awash with accolades for #SuryakumarYadav whose unbeaten 79, two days after being omitted from the #India…",RNK ARASAN,70555,153,,False,0,11,2020-10-28 19:14:19,RT Social media was awash with accolades for SuryakumarYadav whose unbeaten 79 two days after being omitted from the India,Positive
52,"RT @CricketNDTV: Social media was awash with accolades for #SuryakumarYadav whose unbeaten 79, two days after being omitted from the #India…",BHEEM ARRIVING 🔥🔥,9113,54,Karnataka,False,0,11,2020-10-28 19:13:43,RT Social media was awash with accolades for SuryakumarYadav whose unbeaten 79 two days after being omitted from the India,Positive
53,"RT @CricketNDTV: Social media was awash with accolades for #SuryakumarYadav whose unbeaten 79, two days after being omitted from the #India…",Madhu Ram,3029,85,,False,0,11,2020-10-28 19:12:23,RT Social media was awash with accolades for SuryakumarYadav whose unbeaten 79 two days after being omitted from the India,Positive
54,"RT @CricketNDTV: Social media was awash with accolades for #SuryakumarYadav whose unbeaten 79, two days after being omitted from the #India…",Aᴠɪɴᴀsʜ👑,348963,546,,False,0,11,2020-10-28 19:11:51,RT Social media was awash with accolades for SuryakumarYadav whose unbeaten 79 two days after being omitted from the India,Positive
55,"RT @CricketNDTV: Social media was awash with accolades for #SuryakumarYadav whose unbeaten 79, two days after being omitted from the #India…",shailesh gaikwad,34594,2863,"Mumbai, India",False,0,11,2020-10-28 19:11:28,RT Social media was awash with accolades for SuryakumarYadav whose unbeaten 79 two days after being omitted from the India,Positive
56,"RT @CricketNDTV: Social media was awash with accolades for #SuryakumarYadav whose unbeaten 79, two days after being omitted from the #India…",K I N G 🤴,48439,240,"Hyderabad, India",False,0,11,2020-10-28 19:06:45,RT Social media was awash with accolades for SuryakumarYadav whose unbeaten 79 two days after being omitted from the India,Positive
57,"RT @CricketNDTV: Social media was awash with accolades for #SuryakumarYadav whose unbeaten 79, two days after being omitted from the #India…",NDTV Sports,136586,573609,"New Delhi, India",True,0,11,2020-10-28 19:06:02,RT Social media was awash with accolades for SuryakumarYadav whose unbeaten 79 two days after being omitted from the India,Positive
58,"Social media was awash with accolades for #SuryakumarYadav whose unbeaten 79, two days after being omitted from the… https://t.co/sshENylP0D",CricketNDTV,136318,1787256,India,True,198,11,2020-10-28 19:05:56,Social media was awash with accolades for SuryakumarYadav whose unbeaten 79 two days after being omitted from the,Positive
59,RT @NewsChantOnline: IPL 2020: Fans hail Suryakumar Yadav after match-winning knock against Virat Kohli’s RCB https://t.co/5UAHO1moeG,|| अक्षय ||,4073,119,"Indore , India",False,0,1,2020-10-28 18:28:34,RT IPL 2020 Fans hail Suryakumar Yadav after match winning knock against Virat Kohli s RCB,Positive
60,IPL 2020: Fans hail Suryakumar Yadav after match-winning knock against Virat Kohli’s RCB https://t.co/5UAHO1moeG,News Chant,20297,142,,False,2,1,2020-10-28 18:26:23,IPL 2020 Fans hail Suryakumar Yadav after match winning knock against Virat Kohli s RCB,Positive
61,RT @circleofcricket: Cricketers from around the world hail @surya_14kumar after he brushed off the disappointment of not being picked in #T…,bharathreddyg,20929,377,,False,0,6,2020-10-28 18:14:20,RT Cricketers from around the world hail 14kumar after he brushed off the disappointment of not being picked in T,Negative
62,RT @circleofcricket: Cricketers from around the world hail @surya_14kumar after he brushed off the disappointment of not being picked in #T…,Jagadeesh Peram,22954,215,"Amaravathi, India",False,0,6,2020-10-28 18:09:58,RT Cricketers from around the world hail 14kumar after he brushed off the disappointment of not being picked in T,Negative
63,Cricketers from around the world hail @surya_14kumar after he brushed off the disappointment of not being picked in… https://t.co/NJQ5IyyunL,Circle of Cricket,73624,112175,,True,73,6,2020-10-28 18:08:14,Cricketers from around the world hail 14kumar after he brushed off the disappointment of not being picked in,Negative
64,"Suryakumar Yadav's winning knock of 79* (43) brings #MumbaiIndians a victory against #RCB!!

#IPL2020 #Dream11IPL… https://t.co/V3kCDvVXJg",Cricadium CRICKET,12433,529,Mainly at Stadium,False,1,0,2020-10-28 18:05:55,Suryakumar Yadav s winning knock of 79 43 brings MumbaiIndians a victory against RCB IPL2020 Dream11IPL,Positive
65,@dhruvjha2001 RCB DC - both had same set of players winning them matches. In IPL or in long tournaments that fails eventually.,N,35501,1185,"New Delhi, India",False,0,0,2020-10-28 17:55:31,RCB DC both had same set of players winning them matches In IPL or in long tournaments that fails eventually,Negative
66,"Winning Inning by @surya_14kumar
@mipaltan @IPL

#mi #mumbaiindians #rcb #royalchallengersbangalore #rcbvsmi… https://t.co/c7so325Owh",Trending In Our India,107,3,,False,0,0,2020-10-28 17:52:03,Winning Inning by 14kumar mi mumbaiindians rcb royalchallengersbangalore rcbvsmi,Positive
67,"RT @thefield_in: #IPL2020 #MIvRCB 

Suryakumar’s 'Main Hoon Na' reaction after winning the match for Mumbai was sheer class.

Live updates:…",Sathya,22255,557,"Bengaluru, India",False,0,8,2020-10-28 17:48:25,RT in IPL2020 MIvRCB Suryakumar s Main Hoon Na reaction after winning the match for Mumbai was sheer class Live updates,Positive
68,"RT @thefield_in: #IPL2020 #MIvRCB 

Suryakumar’s 'Main Hoon Na' reaction after winning the match for Mumbai was sheer class.

Live updates:…",Arshad Ahmed,821,11,"Bengaluru, India",False,0,8,2020-10-28 17:46:02,RT in IPL2020 MIvRCB Suryakumar s Main Hoon Na reaction after winning the match for Mumbai was sheer class Live updates,Positive
69,"RT @thefield_in: #IPL2020 #MIvRCB 

Suryakumar’s 'Main Hoon Na' reaction after winning the match for Mumbai was sheer class.

Live updates:…",Darshan,47991,429,90s,False,0,8,2020-10-28 17:39:33,RT in IPL2020 MIvRCB Suryakumar s Main Hoon Na reaction after winning the match for Mumbai was sheer class Live updates,Positive
70,"RT @thefield_in: #IPL2020 #MIvRCB 

Suryakumar’s 'Main Hoon Na' reaction after winning the match for Mumbai was sheer class.

Live updates:…",iz,24480,190,,False,0,8,2020-10-28 17:39:28,RT in IPL2020 MIvRCB Suryakumar s Main Hoon Na reaction after winning the match for Mumbai was sheer class Live updates,Positive
71,"RT @thefield_in: #IPL2020 #MIvRCB 

Suryakumar’s 'Main Hoon Na' reaction after winning the match for Mumbai was sheer class.

Live updates:…",Niket Sheth,4647,152,"Mumbai, INDIA",False,0,8,2020-10-28 17:36:22,RT in IPL2020 MIvRCB Suryakumar s Main Hoon Na reaction after winning the match for Mumbai was sheer class Live updates,Positive
72,@RCBTweets @imVkohli For me expecting Covid vaccine earliest more realistic than Rcb winning ipl.chokers and losers… https://t.co/oWfgxofUSd,Sarthak Kashyap,970,20,"Varanasi, India",False,0,0,2020-10-28 17:36:11,For me expecting Covid vaccine earliest more realistic than Rcb winning ipl chokers and losers,Positive
73,"RT @thefield_in: #IPL2020 #MIvRCB 

Suryakumar’s 'Main Hoon Na' reaction after winning the match for Mumbai was sheer class.

Live updates:…",Ashish Magotra,34782,3796,"Mumbai, India",True,0,8,2020-10-28 17:35:35,RT in IPL2020 MIvRCB Suryakumar s Main Hoon Na reaction after winning the match for Mumbai was sheer class Live updates,Positive
74,"RT @thefield_in: #IPL2020 #MIvRCB 

Suryakumar’s 'Main Hoon Na' reaction after winning the match for Mumbai was sheer class.

Live updates:…",scroll.in,330419,372290,,True,0,8,2020-10-28 17:35:30,RT in IPL2020 MIvRCB Suryakumar s Main Hoon Na reaction after winning the match for Mumbai was sheer class Live updates,Positive
75,"#IPL2020 #MIvRCB 

Suryakumar’s 'Main Hoon Na' reaction after winning the match for Mumbai was sheer class.

Live u… https://t.co/gaAOcpJ7uP",The Field,146803,16141,Where sport happens.,True,55,8,2020-10-28 17:35:24,IPL2020 MIvRCB Suryakumar s Main Hoon Na reaction after winning the match for Mumbai was sheer class Live u,Positive
76,"@RCBTweets @imVkohli

Kick out @mdsirajofficial, @DaleSteyn62 &amp; @y_umesh from RCB.
If you people want RCB to win IP… https://t.co/8fv7Y3IlII",Amruth Raj,5,1,,False,0,0,2020-10-28 17:35:19,Kick out amp umesh from RCB If you people want RCB to win IP,Positive
77,Whoa!!! Loved the #MainHuNa gesture of @surya_14kumar #SKY after hitting the winning shot... What swag!!!!… https://t.co/TxSBLzTAAb,Vaibhav K Srivastava,7217,272,Navi Mumbai,False,1,0,2020-10-28 17:34:23,Whoa Loved the MainHuNa gesture of 14kumar SKY after hitting the winning shot What swag,Positive
78,@RCBTweets #RCB time to change your captain for next IPL coz this captain doesn't have any:;:SO sorry to say this b… https://t.co/zPIbJUrWy3,Rajesh771992,71,0,,False,0,0,2020-10-28 17:30:48,RCB time to change your captain for next IPL coz this captain doesn t have any SO sorry to say this b,Negative
79,@Dream11Guruss @Dream11 RCB vs MI...Today's IPL also same thing happened.. Top 3 player level is 29..really I am no… https://t.co/L6BaM3X60Y,Mani Maran,13,0,,False,0,0,2020-10-28 16:58:10,RCB vs MI Today s IPL also same thing happened Top 3 player level is 29 really I am no,Positive
80,"RCB can win IPL this time and you know why ??
Cause Year 2020 is worst year and HaRCB would make it more worst by w… https://t.co/GDn6T2kQds",Shubham_9818,13,1,"Kalyan Dombivali, India",False,1,0,2020-10-28 16:56:20,RCB can win IPL this time and you know why Cause Year 2020 is worst year and HaRCB would make it more worst by w,Negative
81,"2020 has been wild so far:
• Covid Shit
• Liverpool winning the league
• RCB top of the league in IPL",PapaWengz™️🎗,1131,858,Nepal,False,3,0,2020-10-28 16:55:40,2020 has been wild so far Covid Shit Liverpool winning the league RCB top of the league in IPL,Positive
82,"I want MI vs RCB (vk) in IPL 2020 finals

With @ImRo45 leading the team and winning the cup!!",Abhishek Raundal,9,0,"Nashik, India",False,1,0,2020-10-28 16:55:16,I want MI vs RCB vk in IPL 2020 finals With leading the team and winning the cup,Positive
83,Can we call this rivalry between MI v RCB the “Der Klassiker “ of IPL ?! ( @karthik_jammy @Boomrah_ @CricSubhayan… https://t.co/aw70tDnNZh,Karthik Rao,3601,283,,False,1,0,2020-10-28 16:17:40,Can we call this rivalry between MI v RCB the Der Klassiker of IPL jammy,Neutral
84,"#Dream11IPL
#IPL

Winning %

#MI 90%
#Punjab 6%
#RCB 3%
#DC 1%",⇝ Arun Kumar ⇜,20776,5750,Pudukkottai,False,0,0,2020-10-28 16:12:38,Dream11IPL IPL Winning MI 90 Punjab 6 RCB 3 DC 1,Positive
85,"Mumbai winning here would up IPL more...

RCB might just choke once again",No-one.,126137,3751,Dream Land,False,0,0,2020-10-28 15:27:58,Mumbai winning here would up IPL more RCB might just choke once again,Positive
86,#AskTheExpert @StarSportsIndia Addition of @devdpd07 and his performance as Opener has actually helped #RCB a lot i… https://t.co/foyMXsihA7,Amit Kumarr,105,0,Delhi,False,0,0,2020-10-28 14:28:49,AskTheExpert Addition of and his performance as Opener has actually helped RCB a lot i,Neutral
87,"@unacademy #UnacademyAskTheExperts  This IPL Table has so many possibilities. It is just possible that 5 teams (MI,… https://t.co/gDCjmEYe1w",arvind natarajan,649,286,madurai,False,0,0,2020-10-28 14:23:48,UnacademyAskTheExperts This IPL Table has so many possibilities It is just possible that 5 teams MI,Positive
88,@IPL Rcb winning,ALLU🐍,40908,20264,planet nine🛸,False,12,0,2020-10-28 13:41:01,Rcb winning,Positive
89,"RT @Tro_Lee_: We #Mi fans consider only one team as our worthy opponent. And that team is out of the tournament. 

Even if you #Rcb guys en…",Giri ⚽✨ ( #KKR 💜 & #CSK 💛 & #PSG 🇫🇷 ),23706,297,भारत 🇮🇳 ( Salman Khan 🌍 ),False,0,45,2020-10-28 13:36:18,RT Lee We Mi fans consider only one team as our worthy opponent And that team is out of the tournament Even if you Rcb guys en,Positive
90,"RT @Tro_Lee_: We #Mi fans consider only one team as our worthy opponent. And that team is out of the tournament. 

Even if you #Rcb guys en…",Killer MI,45837,1344,,False,0,45,2020-10-28 13:34:19,RT Lee We Mi fans consider only one team as our worthy opponent And that team is out of the tournament Even if you Rcb guys en,Positive
91,"Lineup Announcecd MI vs RCB Dream11 Winning Team Prediction

Visit : https://t.co/xi0XoleJB7

#Dream11IPL #Dream11… https://t.co/GPoes874Rj",Dream11Prediction,435,139,,False,0,0,2020-10-28 13:31:31,Lineup Announcecd MI vs RCB Dream11 Winning Team Prediction Visit Dream11IPL Dream11,Positive
92,"100% Winning 😳 You can check past match teams and compare

#IndianPremierLeague #RCBvsMI #RCBvsMI #MIvRCB… https://t.co/aF5S40bLai",Cricket Updates🏏,12,2,,False,1,0,2020-10-28 13:27:53,100 Winning You can check past match teams and compare IndianPremierLeague RCBvsMI RCBvsMI MIvRCB,Positive
93,RCB have lacked with bowling combinations in the past editions of the IPL. This time they have one of the best T20… https://t.co/t0SRtyMntB,Moin Ali,425,459,"Bengaluru South, India",False,0,0,2020-10-28 12:55:16,RCB have lacked with bowling combinations in the past editions of the IPL This time they have one of the best T20,Positive
94,Both MI and RCB will be looking to secure their spot in the IPL playoffs by winning today's match. Who do you think… https://t.co/AKUkh7bIJK,Mumbai Live,24739,13520,"Mumbai, India",False,3,0,2020-10-28 12:08:08,Both MI and RCB will be looking to secure their spot in the IPL playoffs by winning today s match Who do you think,Positive
